openalexid,value,key
W4405590771,"['predictive modeling', 'data analytics']",New Generation of AI
W4392600198,['4D-STGHN'],New Generation of AI
W4396703380,['AI-ML'],Other
W4392113999,"['Random Forests', 'XGBoost', 'SVMs', 'Supervised Learning', 'Feature Importances', 'Hyperparameter Tuning']",Classic Machine Learning
W4392760157,['machine learning'],Classic Machine Learning
W4392644534,"['clustering', 'template matching']",Classic Machine Learning
W4391443907,"['Diffusion models', 'GANs']",New Generation of AI
W4392654436,"['MERRA-2 model outputs', 'UK Earth System Model', 'Support Vector Machines (SVMs)', 'Neural Networks', 'Correlation analysis']",Other
W4392581154,"['terrain information collection', 'raster processing', 'spatial interpolation']",Other
W4405536630,['machine learning'],Other
W4400292096,"['Climate Modeling', 'Mesoscale Models', 'Atmospheric Studies']",Other
W4392598237,['AI-based'],Classic AI & Neural Network Architectures
W4405571957,"['Principal Component Analysis (PCA)', 'Multiple Regression']",Classic Machine Learning
W4405572006,"['CNNs', 'Transformers']",Classic Deep Learning
W4399142885,"['Victorian Contingencies', 'Machine Learning', 'Neural Networks', 'Q-learning', 'Generative AI', 'Foundation Models', 'Transformers']",Other
W4405821867,['reinforcement learning'],Classic Machine Learning
W4313468498,"['Artificial Intelligence', 'Machine Learning', 'Deep Learning', 'Artificial Neural Networks', 'Operations Research', 'Predictive Analytics', 'Data Mining']",Classic AI & Neural Network Architectures
W4310148204,[],Other
W3185612106,"['artificial Intelligence', 'design and planning', 'flood resilience', 'platform']",Other
W3111349547,"['neural network', 'advanced neural network algorithm']",Classic AI & Neural Network Architectures
W4385273093,[],Other
W4313334589,"['Convolutional Neural Networks (CNNs)', 'Long Short-Term Memory (LSTMs)']",Classic AI & Neural Network Architectures
W4307106932,['Deep Learning'],Classic AI & Neural Network Architectures
W4285142305,"['neural network model', 'training', 'testing']",Classic Machine Learning
W4200552702,['Convolutional Neural Networks'],Classic AI & Neural Network Architectures
W4283448478,['MicroNN'],Classic AI & Neural Network Architectures
W4296520654,['Transformers'],New Generation of AI
W4283525253,['Japanese administrative law'],Other
W4310184791,['machine learning'],Classic Machine Learning
W4308868373,['GAN'],New Generation of AI
W4294343985,['deep learning'],Classic AI & Neural Network Architectures
W4306166982,['Machine-Learning'],Classic Machine Learning
W4361732090,"['Python', 'Machine Learning']",Classic Machine Learning
W3158498525,['Graph Neural Networks (GNN)'],New Generation of AI
W4399650564,N/A,N/A
W3167595484,"['GoogLeNet', 'Convolutional Neural Networks (CNNs)']",Classic AI & Neural Network Architectures
W3154693411,['Convolutional Neural Networks (CNN)'],Classic Deep Learning
W3213145908,[],New Generation of AI
W3196561610,['machine learning'],Classic Machine Learning
W3107070550,"['CNN', 'attention modules']",Classic AI & Neural Network Architectures
W4226176939,"['deep learning-based', 'Recurrent Neural Networks']",Classic AI & Neural Network Architectures
W3129410217,['Residual Convolutional Neural Network'],Classic AI & Neural Network Architectures
W3172410721,['AI'],Classic AI & Neural Network Architectures
W3014096421,['Mask R-CNN'],Classic AI & Neural Network Architectures
W4283168202,['topic modeling'],Classic Machine Learning
W3128088165,N/A,N/A
W3029450768,N/A,N/A
W4311510814,"['1D CNN', 'LSTM', 'GRU', 'Bi-LSTM']",Classic AI & Neural Network Architectures
W4306857309,"['Deep Learning', 'NLP', 'BERT']",New Generation of AI
W3081228897,"['Deep convolutional neural networks', 'feature extractor', 'classifier', 'pre-trained models', 'constrained extreme learning machine']",Classic AI & Neural Network Architectures
W3216751591,"['Maximum Likelihood', 'Artificial Neural Network']",Classic AI & Neural Network Architectures
W4306986107,"['Multilayer Perceptron', 'Markov Chain']",Classic Machine Learning
W4327640838,"['Machine Learning', 'Deep Learning']",Classic AI & Neural Network Architectures
W4283697096,"['Transformers', 'GANs']",New Generation of AI
W3201387179,"['convolutional neural networks', 'deep-supervision convolutional neural network (denoted as DS-Net)']",Classic AI & Neural Network Architectures
W3089328437,['Machine learning techniques'],Classic Machine Learning
W4210968119,"['Wavelet Neural Network', 'econometric model']",Classic Machine Learning
W4309308596,['ANN'],Classic AI & Neural Network Architectures
W3137703050,"['Artificial Neural Networks (ANN)', 'Adaptive network-based neuro-fuzzy inference system (ANFIS)']",Classic AI & Neural Network Architectures
W4200598977,['Artificial Neural Networks (ANN)'],Classic AI & Neural Network Architectures
W3135259481,['neural networks'],Classic AI & Neural Network Architectures
W4303182644,"['AI', 'IoT', 'Big Data']",Classic AI & Neural Network Architectures
W4226229122,['Urban Air Quality Management'],Other
W3147881741,N/A,N/A
W4206969810,"['AI', 'Energy Transition', 'Smart Technologies']",Other
W3174751380,N/A,N/A
W3093627324,['Multi-Layer Perceptron (MLP)'],Classic AI & Neural Network Architectures
W4224281648,N/A,N/A
W4296569554,['Classification'],Classic Machine Learning
W3134395332,"['Decision Tree Models', 'Multiple Linear Regression', 'Artificial Neural Networks']",Classic Machine Learning
W3174543926,"['anchor-free', 'Faster R-CNN', 'RetinaNet']",Classic AI & Neural Network Architectures
W3083574374,"['multilayer perceptron', 'radial basis function', 'extreme learning machines', 'echo state networks']",Classic AI & Neural Network Architectures
W4220827538,[],Other
W4206153162,['Artificial Intelligence (AI)'],Other
W3213162437,['Logistic Regression'],Classic Machine Learning
W4211159253,"['artificial intelligence', 'evaluation method', 'spatial planning', 'evaluation factors', 'evaluation indicators']",Other
W4221076216,['sparse convolutional network'],Classic AI & Neural Network Architectures
W4210339920,"['Supervised Learning', 'Unsupervised Learning']",Classic Machine Learning
W4280611399,['Machine Learning'],Classic Machine Learning
W4394660275,['CNNs'],Classic AI & Neural Network Architectures
W3207492165,"['Random Forests', 'Support Vector Machines (SVMs)']",Classic Machine Learning
W4200015318,"['text similarity measurements', 'topic modeling']",New Generation of AI
W4310534179,['ANN'],Classic AI & Neural Network Architectures
W3157601298,"['FNN', 'RNN', 'LSTM']",Classic AI & Neural Network Architectures
W4313411083,"['FCN-DK6', 'VGG16', 'Modified FCN-DK6']",Classic AI & Neural Network Architectures
W4306402923,['BERT'],Classic AI & Neural Network Architectures
W4224324282,[],Classic AI & Neural Network Architectures
W3212859355,"['BibNet', 'Deep Neural Networks']",New Generation of AI
W3169828739,"['machine mining technology', 'deep learning big data analysis', 'qualitative research methods', 'quantitative research methods']",Classic Machine Learning
W3208009219,['Radial Basis Function Neural Network'],Classic AI & Neural Network Architectures
W3028923210,['Yangtze River Smart City operating system'],New Generation of AI
W3128347828,['artificial intelligence'],Other
W4288069169,"['Random Forests', 'Support Vector Machines', 'Naïve Bayes', 'K-Nearest Neighbour']",Classic Machine Learning
W3015525490,['deep learning'],Classic AI & Neural Network Architectures
W4312831487,"['AI', 'Satellite AI System']",New Generation of AI
W4317425193,['Artificial Neural Networks'],Classic AI & Neural Network Architectures
W4295409129,"['Linear regression', 'Support Vector Machines (SVMs)']",Classic Machine Learning
W3089113158,"['CNN', 'Bi-LSTM', 'Autoencoder']",Classic AI & Neural Network Architectures
W3106379213,['Deep Learning'],New Generation of AI
W4293711509,[],Other
W3171186350,N/A,N/A
W4285604296,['artificial intelligence (AI)'],New Generation of AI
W4221006631,"['Twitter', 'social media platform', 'discourse analysis', 'communication strategies', 'knowledge']",Other
W3088099757,['machine learning techniques'],Classic Machine Learning
W4292553506,['machine learning techniques'],Classic Machine Learning
W3214490069,['Fuzzy Logic'],New Generation of AI
W3047048349,"['YOLOv3', 'Convolutional Neural Networks (CNNs)']",Classic Machine Learning
W3043557240,['machine learning'],Classic Machine Learning
W4285803898,['Maximum Likelihood Classifier'],Classic Machine Learning
W3172955027,"['perimeter', 'line segment detector (LSD)', 'Hough transform', 'gray-level cooccurrence matrix (GLCM)', 'histogram of oriented gradients (HoG)', 'local binary patterns (LBP)']",Classic Machine Learning
W3043237582,['Deep Learning'],Classic AI & Neural Network Architectures
W4205454937,"['DNN', 'SVNN']",Classic AI & Neural Network Architectures
W3159861942,['machine learning models'],Classic Machine Learning
W3205119591,['Artificial Neural Network'],Classic AI & Neural Network Architectures
W4213287550,['AI'],Other
W3204982343,"['Feed Forward', 'Siamese networks']",Classic AI & Neural Network Architectures
W4212827825,['deep learning classification models'],Classic AI & Neural Network Architectures
W4225597469,"['deep learning', 'big data']",Classic Deep Learning
W3091902875,['Backpropagation'],Classic AI & Neural Network Architectures
W4214766670,"['feedforward', 'deep neural network']",New Generation of AI
W4224990350,"['Graph-based fractality index', 'deep graph convolutional neural network', 'fractal dimension', 'graph-based approach']",Classic Deep Learning
W4310197878,"['AI technology', 'data acquisition', 'data transmission', 'data storage', 'automatic computation', 'data analysis', 'visualization']",New Generation of AI
W3090842474,"['Random Forests', 'Support Vector Machines']",Classic Machine Learning
W4210701005,['AI'],Other
W3023378788,[],Other
W4312458014,['Machine Learning Techniques'],Classic Machine Learning
W3135272589,['deep learning'],Classic Deep Learning
W3105820260,['artificial intelligence (AI)'],Other
W4293030552,"['Random Forest', 'Principal Component Analysis (PCA)']",Classic Machine Learning
W4225314263,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W3090609395,['deep learning'],New Generation of AI
W4302862965,"['AI', 'Autonomous mobility', 'Curitiba']",Other
W3208601209,"['Residual structure', 'Channel attention mechanism']",Classic AI & Neural Network Architectures
W4311955749,"['Bi-LSTM', 'Residual Blocks']",Classic AI & Neural Network Architectures
W4295678638,"['Multi-Layer Perceptron (MLP)', 'Markov Chain']",Classic AI & Neural Network Architectures
W4290704935,"['spatiotemporal clustering', 'machine learning classifier']",Classic Machine Learning
W3023482927,['Random Forest'],Classic Machine Learning
W4281675939,['machine learning techniques'],Classic Machine Learning
W3176600920,"['deep', 'convolutional neural networks (CNNs)']",Classic AI & Neural Network Architectures
W3097951171,['CNNs'],Classic AI & Neural Network Architectures
W4295064469,['multimodal models (CLIP)'],New Generation of AI
W4312638675,[],
W3196792876,['ResNet-N'],Classic AI & Neural Network Architectures
W3028835692,"['Deep Learning', '360-degree street views']",Classic AI & Neural Network Architectures
W4221018578,['AI'],Classic AI & Neural Network Architectures
W4313293282,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W3162442290,"['Supervised Learning', 'Unsupervised Learning']",Classic Machine Learning
W4308853778,['AI'],New Generation of AI
W4313427483,['Random Forest'],Classic Machine Learning
W3194054008,"['SEM', 'ANN']",Classic AI & Neural Network Architectures
W4294704529,['PAM'],Classic Machine Learning
W3201292243,['BPNN'],Classic AI & Neural Network Architectures
W4281921663,"['Random forest', 'Multiple linear regression', 'BP neural network']",Classic Machine Learning
W4214943791,[],Classic Machine Learning
W4295549509,['Artificial Neural Network (ANN)'],Classic AI & Neural Network Architectures
W3126365027,"['Image Processing', 'Remote Sensing']",Classic AI & Neural Network Architectures
W4285546230,['machine learning predictions'],New Generation of AI
W3194576429,['Generalized DID model'],Other
W3166582085,"['LSTM', 'NAR-NN']",Classic AI & Neural Network Architectures
W3186594820,['AI'],New Generation of AI
W3211072131,"['Artificial Neural Network', 'LSTM']",Classic AI & Neural Network Architectures
W3213256243,"['FCN-8', 'U-Net', 'DeepLabv3+']",Classic Deep Learning
W4310576964,['AI'],Other
W4285123110,['supervised machine learning algorithm'],Classic Machine Learning
W3041897206,['artificial intelligence'],Other
W3179619361,"['CNNs', 'Transformers']",Classic AI & Neural Network Architectures
W4281668680,"['Long Short-Term Memory', 'Multilayer Perceptron']",Classic AI & Neural Network Architectures
W3164477899,['AI'],Other
W4205748680,"['Random Forest', 'Scenario-based approaches']",Classic Machine Learning
W4300970283,"['ResNet-18', 'dual-streams']",Classic AI & Neural Network Architectures
W4285531747,"['data analytics', 'machine learning']",Classic Machine Learning
W4310177448,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W4306153330,['MLPNN'],Classic AI & Neural Network Architectures
W3195634418,['AI'],New Generation of AI
W3096949429,"['Information and Communication Technology', 'Data Science', 'Artificial Intelligence', 'IOT', 'Smart cities', 'Covid-19 pandemic']",Other
